Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,MarketOpen-Closing TimeOfDay,MinimumVolume,Commission,DukasSymbol,Leverage,Lotsize,Base,Quote,Country,Group,Description
LXS.DE_EUR,23.845,0.056,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,LXSDEEUR,10,1,LXS.DE,EUR, DE, STK_CASH, Lanxess AG
AABV.US_USD,172.998,0.134,0,0,0.01,0,0,unknown,1,0,AABVUSUSD,10,1,AABV.US,USD, US, STK_CASH, AbbVie Inc
GLE.FR_EUR,26.939,0.022,0,0,0.01,0,0,Europe/Paris:09.00-17.30,1,0,GLEFREUR,10,1,GLE.FR,EUR, FR, STK_CASH, Societe Generale SA
ENGI.FR_EUR,14.828,0.038,0,0,0.01,0,0,Europe/Paris:09.00-17.30,1,0,ENGIFREUR,10,1,ENGI.FR,EUR, FR, STK_CASH, Engie
LEA.US_USD,92.916,0.518,0,0,0.01,0,0,unknown,1,0,LEAUSUSD,10,1,LEA.US,USD, US, STK_CASH, LEAR CORP
JWN.US_USD,22.878,0.004,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,JWNUSUSD,10,1,JWN.US,USD, US, STK_CASH, NORDSTROM INC
VPK.NL_EUR,42.035,0.069,0,0,0.01,0,0,Europe/Amsterdam:09.00-17.40,1,0,VPKNLEUR,10,1,VPK.NL,EUR, NL, STK_CASH, Koninklijke Vopak NV
SNAP.US_USD,11.197,0.016,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,SNAPUSUSD,10,1,SNAP.US,USD, US, STK_CASH, SNAP Inc.
CACC.US_USD,466.354,6.652,0,0,0.01,0,0,unknown,1,0,CACCUSUSD,10,1,CACC.US,USD, US, STK_CASH, CREDIT ACCEPTANCE CORP
CBK.DE_EUR,15.612,0.039,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,CBKDEEUR,10,1,CBK.DE,EUR, DE, STK_CASH, Commerzbank AG
4005.JP_JPY,341.1,1.1,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,4005JPJPY,10,1,4005.JP,JPY, JP, STK_CASH, Sumitomo Chemical Co Ltd
FTI.US_USD,28.899,0.012,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,FTIUSUSD,10,1,FTI.US,USD, US, STK_CASH, FMC TECHNOLOGIES INC
VICI.US_USD,28.899,0.012,0,0,0.01,0,0,unknown,1,0,VICIUSUSD,10,1,VICI.US,USD, US, STK_CASH, VICI PROPERTIES INC
WBD.IT_EUR,2.847,0.008,0,0,0.01,0,0,unknown,1,0,WBDITEUR,10,1,WBD.IT,EUR, IT, STK_CASH, WeBuild Spa
APD.US_USD,294.597,0.966,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,APDUSUSD,10,1,APD.US,USD, US, STK_CASH, AIR PRODUCTS & CHEMICALS INC
HUM.US_USD,237.217,2.636,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,HUMUSUSD,10,1,HUM.US,USD, US, STK_CASH, HUMANA INC
JBLU.US_USD,6.998,0.014,0,0,0.01,0,0,unknown,1,0,JBLUUSUSD,10,1,JBLU.US,USD, US, STK_CASH, JETBLUE AIRWAYS CORP
AMP.IT_EUR,24.809,0.012,0,0,0.01,0,0,unknown,1,0,AMPITEUR,10,1,AMP.IT,EUR, IT, STK_CASH, Amplifon Spa
WEX.US_USD,167.189,1.272,0,0,0.01,0,0,unknown,1,0,WEXUSUSD,10,1,WEX.US,USD, US, STK_CASH, WEX INC
9983.JP_JPY,52684,102,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,9983JPJPY,10,1,9983.JP,JPY, JP, STK_CASH, Fast Retailing Co Ltd
BURL.US_USD,282.166,0.538,0,0,0.01,0,0,unknown,1,0,BURLUSUSD,10,1,BURL.US,USD, US, STK_CASH, BURLINGTON STORES INC
AIG.US_USD,69.957,0.056,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,AIGUSUSD,10,1,AIG.US,USD, US, STK_CASH, AMERICAN INTERNATIONAL GROUP
SEDG.US_USD,13.699,0.372,0,0,0.01,0,0,unknown,1,0,SEDGUSUSD,10,1,SEDG.US,USD, US, STK_CASH, SOLAREDGE TECHNOLOGIES INC
GPS.US_USD,23.807,0.026,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,GPSUSUSD,10,1,GPS.US,USD, US, STK_CASH, GAP INC/THE
LISP.CH_CHF,9883.749,12.502,0,0,0.01,0,0,unknown,1,0,LISPCHCHF,10,1,LISP.CH,CHF, CH, STK_CASH, Chocoladefabriken Lindt & Sprungli
0388.HK_HKD,300.396,0.208,0,0,0.01,0,0,Asia/Hong_Kong:09.20-16.00,1,0,0388HKHKD,10,1,0388.HK,HKD, HK, STK_CASH, HK Exchanges & Clearing Ltd
MUV2.DE_EUR,508.382,0.245,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,MUV2DEEUR,10,1,MUV2.DE,EUR, DE, STK_CASH, Muenchener Rueckversicherungs AG
0941.HK_HKD,75.445,0.16,0,0,0.01,0,0,Asia/Hong_Kong:09.20-16.00,1,0,0941HKHKD,10,1,0941.HK,HKD, HK, STK_CASH, China Mobile Ltd
KRC.US_USD,38.375,0.13,0,0,0.01,0,0,unknown,1,0,KRCUSUSD,10,1,KRC.US,USD, US, STK_CASH, KILROY REALTY CORP
LYB.US_USD,74.795,0.01,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,LYBUSUSD,10,1,LYB.US,USD, US, STK_CASH, LYONDELLBASELL INDU-CL A
MPWR.US_USD,597.979,0.562,0,0,0.01,0,0,unknown,1,0,MPWRUSUSD,10,1,MPWR.US,USD, US, STK_CASH, MONOLITHIC POWER SYSTEMS INC
DGE.GB_GBX,2522.449,1.602,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,DGEGBGBX,10,1,DGE.GB,GBX, GB, STK_CASH, Diageo PLC
RIO.GB_GBX,4754.801,1.791,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,RIOGBGBX,10,1,RIO.GB,GBX, GB, STK_CASH, Rio Tinto PLC
NOVN.CH_CHF,88.131,0.044,0,0,0.01,0,0,Europe/Zurich:09.00-17.30,1,0,NOVNCHCHF,10,1,NOVN.CH,CHF, CH, STK_CASH, Novartis AG
IVZ.US_USD,16.858,0.014,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,IVZUSUSD,10,1,IVZ.US,USD, US, STK_CASH, INVESCO LTD
EBAY.US_USD,64.066,0.028,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,EBAYUSUSD,10,1,EBAY.US,USD, US, STK_CASH, EBAY INC
KOFUBL.MX_MXN,161.966,0.418,0,0,0.01,0,0,unknown,250,0,KOFUBLMXMXN,5,1,KOFUBL.MX,MXN, MX, STK_CASH, Coca Cola Femsa Sab
CBOE.US_USD,199.634,0.252,0,0,0.01,0,0,unknown,1,0,CBOEUSUSD,10,1,CBOE.US,USD, US, STK_CASH, CBOE GLOBAL MARKETS INC
AMH.US_USD,35.928,0.024,0,0,0.01,0,0,unknown,1,0,AMHUSUSD,10,1,AMH.US,USD, US, STK_CASH, AMERICAN HOMES 4 RENT- A
DG.FR_EUR,99.389,0.039,0,0,0.01,0,0,Europe/Paris:09.00-17.30,1,0,DGFREUR,10,1,DG.FR,EUR, FR, STK_CASH, Vinci SA
RJF.US_USD,152.372,0.646,0,0,0.01,0,0,unknown,1,0,RJFUSUSD,10,1,RJF.US,USD, US, STK_CASH, RAYMOND JAMES FINANCIAL INC
LUV.US_USD,32.457,0.006,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,LUVUSUSD,10,1,LUV.US,USD, US, STK_CASH, SOUTHWEST AIRLINES CO
NOVOB.DK_DKK,773.981,0.237,0,0,0.01,0,0,Europe/Copenhagen:09.00-17.00,1,0,NOVOBDKDKK,10,1,NOVOB.DK,DKK, DK, STK_CASH, Novo Nordisk A/S
DCC.GB_GBX,5294.597,10.806,0,0,0.01,0,0,unknown,1,0,DCCGBGBX,10,1,DCC.GB,GBX, GB, STK_CASH, DCC PLC
VRTX.US_USD,446.386,1.358,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,VRTXUSUSD,10,1,VRTX.US,USD, US, STK_CASH, VERTEX PHARMACEUTICALS INC
BAH.US_USD,132.909,0.992,0,0,0.01,0,0,unknown,1,0,BAHUSUSD,10,1,BAH.US,USD, US, STK_CASH, BOOZ ALLEN HAMILTON HOLDINGS
XYL.US_USD,116.558,0.394,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,XYLUSUSD,10,1,XYL.US,USD, US, STK_CASH, XYLEM INC
PSON.GB_GBX,1275.382,1.17,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,PSONGBGBX,10,1,PSON.GB,GBX, GB, STK_CASH, Pearson PLC
APA.US_USD,20.847,0.026,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,APAUSUSD,10,1,APA.US,USD, US, STK_CASH, APACHE CORP
UCG.IT_EUR,38.779,0.012,0,0,0.01,0,0,Europe/Rome:09.00-17.25,1,0,UCGITEUR,10,1,UCG.IT,EUR, IT, STK_CASH, UniCredit Spa
AZPN.US_USD,246.109,0.982,0,0,0.01,0,0,unknown,1,0,AZPNUSUSD,10,1,AZPN.US,USD, US, STK_CASH, ASPEN TECHNOLOGY INC
CGNX.US_USD,35.417,0.226,0,0,0.01,0,0,unknown,1,0,CGNXUSUSD,10,1,CGNX.US,USD, US, STK_CASH, COGNEX CORP
GFNORTEO.MX_MXN,135.556,0.028,0,0,0.01,0,0,unknown,100,0,GFNORTEOMXMXN,5,1,GFNORTEO.MX,MXN, MX, STK_CASH, Grupo Financiero Banorte O
PVH.US_USD,105.772,0.376,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,PVHUSUSD,10,1,PVH.US,USD, US, STK_CASH, PVH CORP
SWK.US_USD,78.896,0.528,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,SWKUSUSD,10,1,SWK.US,USD, US, STK_CASH, STANLEY BLACK & DECKER INC
DSY.FR_EUR,33.929,0.012,0,0,0.01,0,0,unknown,1,0,DSYFREUR,10,1,DSY.FR,EUR, FR, STK_CASH, DASSAULT SYSTEMES SE
TT.US_USD,376.878,2.154,0,0,0.01,0,0,unknown,1,0,TTUSUSD,10,1,TT.US,USD, US, STK_CASH, TRANE TECHNOLOGIES PLC
A2A.IT_EUR,2.127,0.004,0,0,0.01,0,0,Europe/Rome:09.00-17.25,1,0,A2AITEUR,10,1,A2A.IT,EUR, IT, STK_CASH, A2A Spa
IDXX.US_USD,410.044,0.872,0,0,0.01,0,0,unknown,1,0,IDXXUSUSD,10,1,IDXX.US,USD, US, STK_CASH, IDEXX LABORATORIES INC
HEI.US_USD,236.964,1.142,0,0,0.01,0,0,unknown,1,0,HEIUSUSD,10,1,HEI.US,USD, US, STK_CASH, HEICO CORP
PEOLES.MX_MXN,294.627,1.266,0,0,0.01,0,0,unknown,100,0,PEOLESMXMXN,5,1,PEOLES.MX,MXN, MX, STK_CASH, Industrias Penoles SAB DE CV
CARR.US_USD,66.787,0.226,0,0,0.01,0,0,unknown,1,0,CARRUSUSD,10,1,CARR.US,USD, US, STK_CASH, CARRIER GLOBAL CORP
BMRN.US_USD,64.524,0.242,0,0,0.01,0,0,unknown,1,0,BMRNUSUSD,10,1,BMRN.US,USD, US, STK_CASH, BIOMARIN PHARMACEUTICAL INC
LDOS.US_USD,146.062,0.816,0,0,0.01,0,0,unknown,1,0,LDOSUSUSD,10,1,LDOS.US,USD, US, STK_CASH, LEIDOS HOLDINGS INC
AVGO.US_USD,223.527,0.366,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,AVGOUSUSD,10,1,AVGO.US,USD, US, STK_CASH, Broadcom Limited
LGEN.GB_GBX,225.599,0.221,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,LGENGBGBX,10,1,LGEN.GB,GBX, GB, STK_CASH, Legal & General Group PLC
TEL.NO_NOK,125.788,0.122,0,0,0.01,0,0,Europe/Oslo:09.00-16.30,1,0,TELNONOK,10,1,TEL.NO,NOK, NO, STK_CASH, Telenor ASA
VNA.DE_EUR,29.693,0.06,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,VNADEEUR,10,1,VNA.DE,EUR, DE, STK_CASH, Vonovia SE
SHW.US_USD,348.377,0.316,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,SHWUSUSD,10,1,SHW.US,USD, US, STK_CASH, SHERWIN-WILLIAMS CO/THE
RRX.US_USD,156.324,0.962,0,0,0.01,0,0,unknown,1,0,RRXUSUSD,10,1,RRX.US,USD, US, STK_CASH, REGAL REXNORD CORP
VIRT.US_USD,34.698,0.034,0,0,0.01,0,0,unknown,1,0,VIRTUSUSD,10,1,VIRT.US,USD, US, STK_CASH, VIRTU FINANCIAL INC-CLASS A
DBX.US_USD,29.329,0.012,0,0,0.01,0,0,unknown,1,0,DBXUSUSD,10,1,DBX.US,USD, US, STK_CASH, DROPBOX INC-CLASS A
BPOP.US_USD,89.718,0.754,0,0,0.01,0,0,unknown,1,0,BPOPUSUSD,10,1,BPOP.US,USD, US, STK_CASH, POPULAR INC
CF.US_USD,84.386,0.088,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,CFUSUSD,10,1,CF.US,USD, US, STK_CASH, CF INDUSTRIES HOLDINGS INC
CA.FR_EUR,13.787,0.009,0,0,0.01,0,0,Europe/Paris:09.00-17.30,1,0,CAFREUR,10,1,CA.FR,EUR, FR, STK_CASH, Carrefour SA
JLL.US_USD,253.785,2.98,0,0,0.01,0,0,unknown,1,0,JLLUSUSD,10,1,JLL.US,USD, US, STK_CASH, JONES LANG LASALLE INC
FCX.US_USD,38.656,0.038,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,FCXUSUSD,10,1,FCX.US,USD, US, STK_CASH, FREEPORT-MCMORAN INC
TLSN.SE_SEK,30.397,0.017,0,0,0.01,0,0,Europe/Stockholm:09.00-17.30,1,0,TLSNSESEK,10,1,TLSN.SE,SEK, SE, STK_CASH, Telia Company AB
TOL.US_USD,125.603,0.124,0,0,0.01,0,0,unknown,1,0,TOLUSUSD,10,1,TOL.US,USD, US, STK_CASH, TOLL BROTHERS INC
DG.US_USD,75.739,0.292,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,DGUSUSD,10,1,DG.US,USD, US, STK_CASH, DOLLAR GENERAL CORP
BKR.US_USD,40.019,0.012,0,0,0.01,0,0,unknown,1,0,BKRUSUSD,10,1,BKR.US,USD, US, STK_CASH, BAKER HUGHES CO
CCK.US_USD,82.824,0.052,0,0,0.01,0,0,unknown,1,0,CCKUSUSD,10,1,CCK.US,USD, US, STK_CASH, CROWN HOLDINGS INC
SBUX.US_USD,89.886,0.028,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,SBUXUSUSD,10,1,SBUX.US,USD, US, STK_CASH, STARBUCKS CORP
SAN.FR_EUR,91.833,0.02,0,0,0.01,0,0,Europe/Paris:09.00-17.30,1,0,SANFREUR,10,1,SAN.FR,EUR, FR, STK_CASH, Sanofi
EDP.PT_EUR,3.16,0.006,0,0,0.01,0,0,Europe/Lisbon:07.00-15.30,1,0,EDPPTEUR,10,1,EDP.PT,EUR, PT, STK_CASH, EDP - Energias de Portugal SA
2318.HK_HKD,45.896,0.058,0,0,0.01,0,0,Asia/Hong_Kong:09.20-16.00,1,0,2318HKHKD,10,1,2318.HK,HKD, HK, STK_CASH, Ping An Insurance Ltd
FME.DE_EUR,44.975,0.08,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,FMEDEEUR,10,1,FME.DE,EUR, DE, STK_CASH, Fresenius Medical Care AG & Co KGaA
GGG.US_USD,83.247,0.496,0,0,0.01,0,0,unknown,1,0,GGGUSUSD,10,1,GGG.US,USD, US, STK_CASH, GRACO INC
ACM.US_USD,106.667,0.736,0,0,0.01,0,0,unknown,1,0,ACMUSUSD,10,1,ACM.US,USD, US, STK_CASH, AECOM
MCK.US_USD,570.837,0.456,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,MCKUSUSD,10,1,MCK.US,USD, US, STK_CASH, MCKESSON CORP
SVT.GB_GBX,2544.655,3.649,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,SVTGBGBX,10,1,SVT.GB,GBX, GB, STK_CASH, Severn Trent PLC
TUI1.DE_EUR,8.313,0.051,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,TUI1DEEUR,10,1,TUI1.DE,EUR, DE, STK_CASH, TUI AG
AZN.GB_GBX,10331.776,6.386,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,AZNGBGBX,10,1,AZN.GB,GBX, GB, STK_CASH, AstraZeneca PLC
ESTC.US_USD,103.483,0.804,0,0,0.01,0,0,unknown,1,0,ESTCUSUSD,10,1,ESTC.US,USD, US, STK_CASH, ELASTIC NV
AENA.ES_EUR,198.891,0.217,0,0,0.01,0,0,Europe/Madrid:09.00-17.30,1,0,AENAESEUR,10,1,AENA.ES,EUR, ES, STK_CASH, Aena SA
7203.JP_JPY,2729.2,1.1,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,7203JPJPY,10,1,7203.JP,JPY, JP, STK_CASH, Toyota Motor Corp
AMXL.MX_MXN,14.863,0.044,0,0,0.01,0,0,unknown,1000,0,AMXLMXMXN,5,1,AMXL.MX,MXN, MX, STK_CASH, America Movil SAB de C SERL
TFC.US_USD,43.078,0.014,0,0,0.01,0,0,unknown,1,0,TFCUSUSD,10,1,TFC.US,USD, US, STK_CASH, TRUIST FINANCIAL CORP
VLO.US_USD,121.736,0.408,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,VLOUSUSD,10,1,VLO.US,USD, US, STK_CASH, VALERO ENERGY CORP
MKS.GB_GBX,391.461,0.478,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,MKSGBGBX,10,1,MKS.GB,GBX, GB, STK_CASH, Marks & Spencer Group PLC
ELS.US_USD,66.384,0.282,0,0,0.01,0,0,unknown,1,0,ELSUSUSD,10,1,ELS.US,USD, US, STK_CASH, EQUITY LIFESTYLE PROPERTIES
CFG.US_USD,42.619,0.052,0,0,0.01,0,0,unknown,1,0,CFGUSUSD,10,1,CFG.US,USD, US, STK_CASH, CITIZENS FINANCIAL GROUP
IBM.US_USD,219.996,0.228,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,IBMUSUSD,10,1,IBM.US,USD, US, STK_CASH, INTL BUSINESS MACHINES CORP
MTX.DE_EUR,323.794,0.212,0,0,0.01,0,0,unknown,1,0,MTXDEEUR,10,1,MTX.DE,EUR, DE, STK_CASH, MTU AERO ENGINES AG
AZN.US_USD,64.606,0.038,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,AZNUSUSD,10,1,AZN.US,USD, US, STK_CASH, AstraZeneca PLC
BRO.US_USD,100.595,0.33,0,0,0.01,0,0,unknown,1,0,BROUSUSD,10,1,BRO.US,USD, US, STK_CASH, BROWN & BROWN INC
PAYX.US_USD,135.577,0.396,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,PAYXUSUSD,10,1,PAYX.US,USD, US, STK_CASH, PAYCHEX INC
STAN.GB_GBX,998.178,0.662,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,STANGBGBX,10,1,STAN.GB,GBX, GB, STK_CASH, Standard Chartered PLC
VOE.AT_EUR,18.113,0.043,0,0,0.01,0,0,Europe/Vienna:08.04-16.30,1,0,VOEATEUR,10,1,VOE.AT,EUR, AT, STK_CASH, Voestalpine AG
ENTG.US_USD,102.193,0.384,0,0,0.01,0,0,unknown,1,0,ENTGUSUSD,10,1,ENTG.US,USD, US, STK_CASH, ENTEGRIS INC
NYT.US_USD,52.955,0.18,0,0,0.01,0,0,unknown,1,0,NYTUSUSD,10,1,NYT.US,USD, US, STK_CASH, NEW YORK TIMES CO-A
CPRI.US_USD,21.165,0.1,0,0,0.01,0,0,unknown,1,0,CPRIUSUSD,10,1,CPRI.US,USD, US, STK_CASH, CAPRI HOLDINGS LTD
HEN3.DE_EUR,83.609,0.072,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,HEN3DEEUR,10,1,HEN3.DE,EUR, DE, STK_CASH, Henkel AG & Co KGaA
ALFAA.MX_MXN,14.867,0.026,0,0,0.01,0,0,unknown,2000,0,ALFAAMXMXN,5,1,ALFAA.MX,MXN, MX, STK_CASH, Alfa SA B A
CAG.US_USD,27.346,0.018,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,CAGUSUSD,10,1,CAG.US,USD, US, STK_CASH, CONAGRA FOODS INC
STM.IT_EUR,25.104,0.007,0,0,0.01,0,0,Europe/Rome:09.00-17.25,1,0,STMITEUR,10,1,STM.IT,EUR, IT, STK_CASH, STMicroelectronics NV
SREN.CH_CHF,129.266,0.109,0,0,0.01,0,0,Europe/Zurich:09.00-17.30,1,0,SRENCHCHF,10,1,SREN.CH,CHF, CH, STK_CASH, Swiss Re AG
REP.ES_EUR,11.132,0.022,0,0,0.01,0,0,Europe/Madrid:09.00-17.30,1,0,REPESEUR,10,1,REP.ES,EUR, ES, STK_CASH, Repsol SA
VEEV.US_USD,220.777,1.726,0,0,0.01,0,0,unknown,1,0,VEEVUSUSD,10,1,VEEV.US,USD, US, STK_CASH, VEEVA SYSTEMS INC-CLASS A
MIDD.US_USD,133.165,0.91,0,0,0.01,0,0,unknown,1,0,MIDDUSUSD,10,1,MIDD.US,USD, US, STK_CASH, MIDDLEBY CORP
ANTO.GB_GBX,1632.415,1.128,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,ANTOGBGBX,10,1,ANTO.GB,GBX, GB, STK_CASH, Antofagasta PLC
7270.JP_JPY,2561.4,0.9,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,7270JPJPY,10,1,7270.JP,JPY, JP, STK_CASH, Subaru Corp
TW.GB_GBX,124.992,0.166,0,0,0.01,0,0,unknown,1,0,TWGBGBX,10,1,TW.GB,GBX, GB, STK_CASH, TAYLOR WIMPEY PLC
UAL.US_USD,91.128,0.334,0,0,0.01,0,0,unknown,1,0,UALUSUSD,10,1,UAL.US,USD, US, STK_CASH, UNITED AIRLINES HOLDINGS INC
LNT.US_USD,57.987,0.166,0,0,0.01,0,0,unknown,1,0,LNTUSUSD,10,1,LNT.US,USD, US, STK_CASH, ALLIANT ENERGY CORP
FRE.DE_EUR,34.146,0.048,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,FREDEEUR,10,1,FRE.DE,EUR, DE, STK_CASH, Fresenius SE & Co KGaA
ALO.FR_EUR,22.197,0.036,0,0,0.01,0,0,Europe/Paris:09.00-17.30,1,0,ALOFREUR,10,1,ALO.FR,EUR, FR, STK_CASH, Alstom SA
MDB.US_USD,251.287,1.356,0,0,0.01,0,0,unknown,1,0,MDBUSUSD,10,1,MDB.US,USD, US, STK_CASH, MONGODB INC
ABI.BE_EUR,48.881,0.057,0,0,0.01,0,0,Europe/Brussels:08.00-16.30,1,0,ABIBEEUR,10,1,ABI.BE,EUR, BE, STK_CASH, Anheuser-Busch InBev NV
COV.DE_EUR,56.758,0.044,0,0,0.01,0,0,unknown,1,0,COVDEEUR,10,1,COV.DE,EUR, DE, STK_CASH, Covestro AG
ALL.US_USD,188.816,0.718,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,ALLUSUSD,10,1,ALL.US,USD, US, STK_CASH, ALLSTATE CORP
OKE.US_USD,97.617,0.046,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,OKEUSUSD,10,1,OKE.US,USD, US, STK_CASH, ONEOK INC
PCLN.US_USD,4943.477,0.176,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,PCLNUSUSD,10,1,PCLN.US,USD, US, STK_CASH, PRICELINE GROUP INC/THE
NDA.SE_SEK,121.643,0.114,0,0,0.01,0,0,Europe/Stockholm:09.00-17.30,1,0,NDASESEK,10,1,NDA.SE,SEK, SE, STK_CASH, Nordea Bank AB
ENPH.US_USD,68.702,0.136,0,0,0.01,0,0,unknown,1,0,ENPHUSUSD,10,1,ENPH.US,USD, US, STK_CASH, ENPHASE ENERGY INC
AGN.NL_EUR,5.626,0.019,0,0,0.01,0,0,Europe/Amsterdam:09.00-17.40,1,0,AGNNLEUR,10,1,AGN.NL,EUR, NL, STK_CASH, Aegon NV
OKTA.US_USD,81.333,0.464,0,0,0.01,0,0,unknown,1,0,OKTAUSUSD,10,1,OKTA.US,USD, US, STK_CASH, OKTA INC
CCI.US_USD,92.894,0.102,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,CCIUSUSD,10,1,CCI.US,USD, US, STK_CASH, CROWN CASTLE INTL CORP
MNG.GB_GBX,195.042,0.116,0,0,0.01,0,0,unknown,1,0,MNGGBGBX,10,1,MNG.GB,GBX, GB, STK_CASH, M&G PLC
MHK.US_USD,119.003,0.674,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,MHKUSUSD,10,1,MHK.US,USD, US, STK_CASH, MOHAWK INDUSTRIES INC
4523.JP_JPY,4340.8,5.9,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,4523JPJPY,10,1,4523.JP,JPY, JP, STK_CASH, Eisai Co Ltd
GL.US_USD,104.333,0.574,0,0,0.01,0,0,unknown,1,0,GLUSUSD,10,1,GL.US,USD, US, STK_CASH, GLOBE LIFE INC
RTX.US_USD,114.145,0.31,0,0,0.01,0,0,unknown,1,0,RTXUSUSD,10,1,RTX.US,USD, US, STK_CASH, RAYTHEON TECHNOLOGIES CORP
G.US_USD,41.994,0.122,0,0,0.01,0,0,unknown,1,0,GUSUSD,10,1,G.US,USD, US, STK_CASH, GENPACT LTD
ABEV.US_USD,2.006,0.018,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,ABEVUSUSD,10,1,ABEV.US,USD, US, STK_CASH, Ambev S.A.
SGE.GB_GBX,1321.855,1.146,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,SGEGBGBX,10,1,SGE.GB,GBX, GB, STK_CASH, Sage Group PLC/The
PCAR.US_USD,107.767,0.266,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,PCARUSUSD,10,1,PCAR.US,USD, US, STK_CASH, PACCAR INC
SNOW.US_USD,162.337,0.636,0,0,0.01,0,0,unknown,1,0,SNOWUSUSD,10,1,SNOW.US,USD, US, STK_CASH, Snowflake Inc. (Class A)
LOGN.CH_CHF,74.724,0.072,0,0,0.01,0,0,Europe/Zurich:09.00-17.30,1,0,LOGNCHCHF,10,1,LOGN.CH,CHF, CH, STK_CASH, Logitech International SA
ANSS.US_USD,333.034,0.712,0,0,0.01,0,0,unknown,1,0,ANSSUSUSD,10,1,ANSS.US,USD, US, STK_CASH, ANSYS INC
PRU.US_USD,114.237,0.726,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,PRUUSUSD,10,1,PRU.US,USD, US, STK_CASH, PRUDENTIAL FINANCIAL INC
SPX.GB_GBX,7058.749,17.502,0,0,0.01,0,0,unknown,1,0,SPXGBGBX,10,1,SPX.GB,GBX, GB, STK_CASH, SPIRAX-SARCO ENGINEERING PLC
PRU.GB_GBX,636.126,0.515,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,PRUGBGBX,10,1,PRU.GB,GBX, GB, STK_CASH, Prudential PLC
SQ.US_USD,87.148,0.214,0,0,0.01,0,0,unknown,1,0,SQUSUSD,10,1,SQ.US,USD, US, STK_CASH, Square Inc
BOLSAA.MX_MXN,33.768,0.074,0,0,0.01,0,0,unknown,500,0,BOLSAAMXMXN,5,1,BOLSAA.MX,MXN, MX, STK_CASH, Bolsa Mexicana de Valores SAB de CV
