sep=,
Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Market,Multiplier,Commission,Symbol,Leverage,Lotsize,Base,Quote,Country,Group,Description
MRO.US,28.28,0.010,-7.12000,1.62000,0.10,0.09403445,8.00,UTC:14:31-20:59,0.10000000,0.02,MRO.US,3,1.00,MRO.US,USD,US,,Marathon Oil Corporation
MPC.US,154.84,0.460,-7.12000,1.62000,0.10,0.09403180,14.62,UTC:14:31-20:59,0.10000000,0.02,MPC.US,10,1.00,MPC.US,USD,US,,Marathon Petroleum Corporation
MKTX.US,270.93,0.810,-7.12000,1.62000,0.10,0.09402826,25.58,UTC:14:31-20:59,0.10000000,0.02,MKTX.US,10,1.00,MKTX.US,USD,US,,MarketAxess
MAR.US,285.86,0.350,-7.12000,1.62000,0.10,0.09402738,26.94,UTC:14:31-20:59,0.10000000,0.02,MAR.US,10,1.00,MAR.US,USD,US,,Marriott Intl
VAC.US,93.89,0.550,-7.12000,1.62000,0.10,0.09402915,17.78,UTC:14:31-20:59,0.10000000,0.02,VAC.US,5,1.00,VAC.US,USD,US,,Marriott Vacations Worldwide Corp
MMC.US,225.11,0.360,-7.12000,1.62000,0.10,0.09402738,21.22,UTC:14:31-20:59,0.10000000,0.02,MMC.US,10,1.00,MMC.US,USD,US,,Marsh & McLennan Companies Inc
MLM.US,607.39,1.800,-7.12000,1.62000,0.10,0.09402384,57.34,UTC:14:31-20:59,0.10000000,0.02,MLM.US,10,1.00,MLM.US,USD,US,,Martin Marietta Materials Inc
MAS.US,79.05,0.170,-7.12000,1.62000,0.10,0.09402296,7.46,UTC:14:31-20:59,0.10000000,0.02,MAS.US,10,1.00,MAS.US,USD,US,,Masco Corporation
MAT.US,18.82,0.010,-7.12000,1.62000,0.10,0.09402738,3.54,UTC:14:31-20:59,0.10000000,0.02,MAT.US,5,1.00,MAT.US,USD,US,,Mattel Inc.
MKC.US,76.60,0.060,-7.12000,1.62000,0.10,0.09403003,7.22,UTC:14:31-20:59,0.10000000,0.02,MKC.US,10,1.00,MKC.US,USD,US,,McCormick & Company Inc
MCK.US,616.65,1.170,-7.12000,1.62000,0.10,0.09403092,58.16,UTC:14:31-20:59,0.10000000,0.02,MCK.US,10,1.00,MCK.US,USD,US,,McKesson Corporation
MDT.US,88.21,0.050,-7.12000,1.62000,0.10,0.09403003,8.31,UTC:14:31-20:59,0.10000000,0.02,MDT.US,10,1.00,MDT.US,USD,US,,Medtronic PLC
MELI.US,1978.75,5.220,-7.12000,1.62000,0.10,0.09403092,186.76,UTC:14:31-20:59,0.10000000,0.02,MELI.US,10,1.00,MELI.US,USD,US,,MercadoLibre Inc
MRK.US,98.50,0.010,-7.12000,1.62000,0.10,0.09402826,9.27,UTC:14:31-20:59,0.10000000,0.02,MRK.US,10,1.00,MRK.US,USD,US,,Merck & Co Inc
MET.US,82.20,0.030,-7.12000,1.62000,0.10,0.09402738,7.74,UTC:14:31-20:59,0.10000000,0.02,MET.US,10,1.00,MET.US,USD,US,,MetLife Inc.
MTD.US,1256.46,9.660,-7.12000,1.62000,0.10,0.09402826,119.19,UTC:14:31-20:59,0.10000000,0.02,MTD.US,10,1.00,MTD.US,USD,US,,Mettler Toledo International Inc
MSTR.US,356.00,1.360,-7.12000,1.62000,0.10,0.09403003,168.20,UTC:14:31-20:59,0.10000000,0.02,MSTR.US,2,1.00,MSTR.US,USD,US,,MicroStrategy Inc
MCHP.US,67.29,0.010,-7.12000,1.62000,0.10,0.09402915,12.67,UTC:14:31-20:59,0.10000000,0.02,MCHP.US,5,1.00,MCHP.US,USD,US,,Microchip Tech.
MU.US,104.10,0.020,-7.12000,1.62000,0.10,0.09403003,19.60,UTC:14:31-20:59,0.10000000,0.02,MU.US,5,1.00,MU.US,USD,US,,Micron Technology Inc
MAA.US,159.21,0.520,-7.12000,1.62000,0.10,0.09402915,15.04,UTC:14:31-20:59,0.10000000,0.02,MAA.US,10,1.00,MAA.US,USD,US,,Mid-America Apartment Communities
MHK.US,141.75,0.480,-7.12000,1.62000,0.10,0.09403003,13.39,UTC:14:31-20:59,0.10000000,0.02,MHK.US,10,1.00,MHK.US,USD,US,,Mohawk Industries
TAP.US,61.80,0.120,-7.12000,1.62000,0.10,0.09403092,5.83,UTC:14:31-20:59,0.10000000,0.02,TAP.US,10,1.00,TAP.US,USD,US,,Molson Coors Beverage Company
MDLZ.US,66.51,0.010,-7.12000,1.62000,0.10,0.09402826,6.26,UTC:14:31-20:59,0.10000000,0.02,MDLZ.US,10,1.00,MDLZ.US,USD,US,,Mondelez Int.
MNST.US,56.00,0.020,-7.12000,1.62000,0.10,0.09402738,5.27,UTC:14:31-20:59,0.10000000,0.02,MNST.US,10,1.00,MNST.US,USD,US,,Monster Beverage
MCO.US,474.60,1.550,-7.12000,1.62000,0.10,0.09402650,44.82,UTC:14:31-20:59,0.10000000,0.02,MCO.US,10,1.00,MCO.US,USD,US,,Moody's Corporation
MS.US,132.28,0.040,-7.12000,1.62000,0.10,0.09402738,12.46,UTC:14:31-20:59,0.10000000,0.02,MS.US,10,1.00,MS.US,USD,US,,Morgan Stanley
MORN.US,349.71,1.380,-7.12000,1.62000,0.10,0.09402561,66.10,UTC:14:31-20:59,0.10000000,0.02,MORN.US,5,1.00,MORN.US,USD,US,,Morningstar Inc.
MSI.US,496.49,0.540,-7.12000,1.62000,0.10,0.09402473,46.79,UTC:14:31-20:59,0.10000000,0.02,MSI.US,10,1.00,MSI.US,USD,US,,Motorola Solutions Inc.
NIO.US,4.58,0.010,-7.12000,0.12000,0.10,0.09402650,0.86,UTC:14:31-20:59,0.10000000,0.02,NIO.US,5,1.00,NIO.US,USD,US,,Nio Limited
NOV.US,16.53,0.020,-7.12000,1.62000,0.10,0.09402473,1.56,UTC:14:31-20:59,0.10000000,0.02,NOV.US,10,1.00,NOV.US,USD,US,,NOV Inc.
NRG.US,92.70,0.400,-7.12000,1.62000,0.10,0.09402650,8.76,UTC:14:31-20:59,0.10000000,0.02,NRG.US,10,1.00,NRG.US,USD,US,,NRG Energy
NVR.US,9094.61,46.930,-7.12000,1.62000,0.10,0.09402473,860.53,UTC:14:31-20:59,0.10000000,0.02,NVR.US,10,1.00,NVR.US,USD,US,,NVR, Inc.
NNOX.US,6.60,0.010,-7.12000,-15.88000,0.10,0.09402208,3.11,UTC:14:31-20:59,0.10000000,0.02,NNOX.US,2,1.00,NNOX.US,USD,US,,Nano X Imaging Limited
NDAQ.US,79.10,0.030,-7.12000,1.62000,0.10,0.09402296,7.45,UTC:14:31-20:59,0.10000000,0.02,NDAQ.US,10,1.00,NDAQ.US,USD,US,,Nasdaq, Inc.
NTAP.US,120.76,0.380,-7.12000,1.62000,0.10,0.09401677,11.40,UTC:14:31-20:59,0.10000000,0.02,NTAP.US,10,1.00,NTAP.US,USD,US,,NetApp
NWL.US,9.19,0.010,-7.12000,1.62000,0.10,0.09401589,1.73,UTC:14:31-20:59,0.10000000,0.02,NWL.US,5,1.00,NWL.US,USD,US,,Newell Brands
NEM.US,41.55,0.010,-7.12000,1.62000,0.10,0.09401589,3.91,UTC:14:31-20:59,0.10000000,0.02,NEM.US,10,1.00,NEM.US,USD,US,,Newmont Mining Corporation
NWSA.US,29.32,0.010,-7.12000,1.62000,0.10,0.09401147,2.76,UTC:14:31-20:59,0.10000000,0.02,NWSA.US,10,1.00,NWSA.US,USD,US,,News Corp. Class A
NWS.US,32.21,0.030,-7.12000,1.62000,0.10,0.09401235,3.04,UTC:14:31-20:59,0.10000000,0.02,NWS.US,10,1.00,NWS.US,USD,US,,News Corp. Class B
NEE.US,74.17,0.010,-7.12000,1.62000,0.10,0.09401235,6.98,UTC:14:31-20:59,0.10000000,0.02,NEE.US,10,1.00,NEE.US,USD,US,,NextEra Energy, Inc.
NI.US,35.99,0.020,-7.12000,1.62000,0.10,0.09401589,3.39,UTC:14:31-20:59,0.10000000,0.02,NI.US,10,1.00,NI.US,USD,US,,NiSource Inc.
NOK.US,4.49,0.010,-7.12000,1.12000,0.10,0.09401677,0.64,UTC:14:31-20:59,0.10000000,0.02,NOK.US,6,1.00,NOK.US,USD,US,,Nokia Corp. ADR
NSC.US,266.98,0.760,-7.12000,1.62000,0.10,0.09402119,25.20,UTC:14:31-20:59,0.10000000,0.02,NSC.US,10,1.00,NSC.US,USD,US,,Norfolk Southern Corporation
NTRS.US,106.76,0.180,-7.12000,1.62000,0.10,0.09402384,10.07,UTC:14:31-20:59,0.10000000,0.02,NTRS.US,10,1.00,NTRS.US,USD,US,,Northern Trust Corp
NOC.US,530.00,1.650,-7.12000,1.62000,0.10,0.09402296,50.05,UTC:14:31-20:59,0.10000000,0.02,NOC.US,10,1.00,NOC.US,USD,US,,Northrop Grumman
NCLH.US,27.82,0.010,-7.12000,1.62000,0.10,0.09402119,5.24,UTC:14:31-20:59,0.10000000,0.02,NCLH.US,5,1.00,NCLH.US,USD,US,,Norwegian Cruise Line Holdings
NVAX.US,8.42,0.010,-7.12000,1.62000,0.10,0.09402208,1.59,UTC:14:31-20:59,0.10000000,0.02,NVAX.US,5,1.00,NVAX.US,USD,US,,Novavax Inc
NUE.US,153.61,0.220,-7.12000,1.62000,0.10,0.09402208,14.48,UTC:14:31-20:59,0.10000000,0.02,NUE.US,10,1.00,NUE.US,USD,US,,Nucor Corp.
ORLY.US,1236.97,0.980,-7.12000,1.62000,0.10,0.09402119,116.53,UTC:14:31-20:59,0.10000000,0.02,ORLY.US,10,1.00,ORLY.US,USD,US,,O'Reilly Automotive
OKE.US,107.80,0.030,-7.12000,1.62000,0.10,0.09403092,20.30,UTC:14:31-20:59,0.10000000,0.02,OKE.US,5,1.00,OKE.US,USD,US,,ONEOK Inc
OXY.US,50.34,0.010,-7.12000,1.62000,0.10,0.09403092,4.74,UTC:14:31-20:59,0.10000000,0.02,OXY.US,10,1.00,OXY.US,USD,US,,Occidental Petroleum Corporation
ODFL.US,225.80,0.460,-7.12000,1.62000,0.10,0.09403357,21.30,UTC:14:31-20:59,0.10000000,0.02,ODFL.US,10,1.00,ODFL.US,USD,US,,Old Dominion Frgt
OMC.US,103.75,0.180,-7.12000,1.62000,0.10,0.09403357,9.78,UTC:14:31-20:59,0.10000000,0.02,OMC.US,10,1.00,OMC.US,USD,US,,Omnicom Group Inc
OTIS.US,99.67,0.120,-7.12000,1.62000,0.10,0.09403092,9.39,UTC:14:31-20:59,0.10000000,0.02,OTIS.US,10,1.00,OTIS.US,USD,US,,Otis Worldwide Corporation
PCAR.US,116.84,0.050,-7.12000,1.62000,0.10,0.09403003,11.00,UTC:14:31-20:59,0.10000000,0.02,PCAR.US,10,1.00,PCAR.US,USD,US,,PACCAR Inc.
PNC.US,210.67,0.600,-7.12000,1.62000,0.10,0.09402915,19.89,UTC:14:31-20:59,0.10000000,0.02,PNC.US,10,1.00,PNC.US,USD,US,,PNC Financial Services
PPG.US,121.83,0.090,-7.12000,1.62000,0.10,0.09402915,11.48,UTC:14:31-20:59,0.10000000,0.02,PPG.US,10,1.00,PPG.US,USD,US,,PPG Industries Inc
PPL.US,33.21,0.020,-7.12000,1.62000,0.10,0.09402738,3.13,UTC:14:31-20:59,0.10000000,0.02,PPL.US,10,1.00,PPL.US,USD,US,,PPL Corporation
PKG.US,239.47,0.160,-7.12000,1.62000,0.10,0.09402826,22.56,UTC:14:31-20:59,0.10000000,0.02,PKG.US,10,1.00,PKG.US,USD,US,,Packaging Corporation of America
PH.US,698.67,1.540,-7.12000,1.62000,0.10,0.09402650,65.92,UTC:14:31-20:59,0.10000000,0.02,PH.US,10,1.00,PH.US,USD,US,,Parker-Hannifin
PAYX.US,147.83,0.540,-7.12000,1.62000,0.10,0.09402296,13.97,UTC:14:31-20:59,0.10000000,0.02,PAYX.US,10,1.00,PAYX.US,USD,US,,Paychex Inc.
PAYC.US,228.24,1.020,-7.12000,1.62000,0.10,0.09401942,43.16,UTC:14:31-20:59,0.10000000,0.02,PAYC.US,5,1.00,PAYC.US,USD,US,,Paycom Software Inc
PNR.US,103.88,0.170,-7.12000,1.62000,0.10,0.09402384,9.80,UTC:14:31-20:59,0.10000000,0.02,PNR.US,10,1.00,PNR.US,USD,US,,Pentair plc
PEP.US,164.27,0.120,-7.12000,1.62000,0.10,0.09402208,15.48,UTC:14:31-20:59,0.10000000,0.02,PEP.US,10,1.00,PEP.US,USD,US,,PepsiCo Inc
PRGO.US,26.36,0.100,-7.12000,1.62000,0.10,0.09402384,4.98,UTC:14:31-20:59,0.10000000,0.02,PRGO.US,5,1.00,PRGO.US,USD,US,,Perrigo Company plc
PM.US,124.16,0.010,-7.12000,1.62000,0.10,0.09402561,11.69,UTC:14:31-20:59,0.10000000,0.02,PM.US,10,1.00,PM.US,USD,US,,Philip Morris International Inc
PSX.US,127.56,0.520,-7.12000,2.12000,0.10,0.09402561,24.11,UTC:14:31-20:59,0.10000000,0.02,PSX.US,5,1.00,PSX.US,USD,US,,Phillips 66
PNW.US,90.78,0.300,-7.12000,1.62000,0.10,0.09402915,8.57,UTC:14:31-20:59,0.10000000,0.02,PNW.US,10,1.00,PNW.US,USD,US,,Pinnacle West Capital Corporation
PINS.US,30.64,0.010,-7.12000,1.62000,0.10,0.09402826,5.77,UTC:14:31-20:59,0.10000000,0.02,PINS.US,5,1.00,PINS.US,USD,US,,Pinterest Inc
POOL.US,355.13,2.360,-7.12000,1.62000,0.10,0.09402473,33.65,UTC:14:31-20:59,0.10000000,0.02,POOL.US,10,1.00,POOL.US,USD,US,,Pool Corporation
PFG.US,87.00,0.290,-7.12000,1.62000,0.10,0.09401942,8.22,UTC:14:31-20:59,0.10000000,0.02,PFG.US,10,1.00,PFG.US,USD,US,,Principal Fin. Grp
PGR.US,261.91,0.830,-7.12000,1.62000,0.10,0.09402208,24.73,UTC:14:31-20:59,0.10000000,0.02,PGR.US,10,1.00,PGR.US,USD,US,,Progressive Corp.
PLD.US,112.58,0.130,-7.12000,1.62000,0.10,0.09402296,10.61,UTC:14:31-20:59,0.10000000,0.02,PLD.US,10,1.00,PLD.US,USD,US,,Prologis Inc
PRU.US,125.29,0.270,-7.12000,1.62000,0.10,0.09402384,11.82,UTC:14:31-20:59,0.10000000,0.02,PRU.US,10,1.00,PRU.US,USD,US,,Prudential Financial
PEG.US,86.75,0.030,-7.12000,1.62000,0.10,0.09402384,8.17,UTC:14:31-20:59,0.10000000,0.02,PEG.US,10,1.00,PEG.US,USD,US,,Public Service Enterprise Group Inc
RIVN.US,10.58,0.010,-7.12000,1.62000,0.10,0.09402384,1.99,UTC:14:31-20:59,0.10000000,0.02,RIVN.US,5,1.00,RIVN.US,USD,US,,Rivian Automotive Inc
HOOD.US,33.00,0.010,-7.12000,1.62000,0.10,0.09402296,6.21,UTC:14:31-20:59,0.10000000,0.02,HOOD.US,5,1.00,HOOD.US,USD,US,,Robinhood Markets, Inc.
RKLB.US,14.62,0.010,-7.12000,2.12000,0.10,0.09402384,2.75,UTC:14:31-20:59,0.10000000,0.02,RKLB.US,5,1.00,RKLB.US,USD,US,,Rocket Lab USA Inc
ROKU.US,76.76,0.030,-7.12000,1.62000,0.10,0.09402031,14.46,UTC:14:31-20:59,0.10000000,0.02,ROKU.US,5,1.00,ROKU.US,USD,US,,Roku Inc
SLB.US,44.32,0.010,-7.12000,1.62000,0.10,0.09402031,8.35,UTC:14:31-20:59,0.10000000,0.02,SLB.US,5,1.00,SLB.US,USD,US,,Schlumberger Limited
SE.US,107.53,0.150,-7.12000,1.62000,0.10,0.09401942,20.27,UTC:14:31-20:59,0.10000000,0.02,SE.US,5,1.00,SE.US,USD,US,,Sea Limited
SNOW.US,125.54,0.280,-7.12000,1.62000,0.10,0.09402031,23.69,UTC:14:31-20:59,0.10000000,0.02,SNOW.US,5,1.00,SNOW.US,USD,US,,Snowflake Inc
SBUX.US,98.84,0.020,-7.12000,1.62000,0.10,0.09401942,9.31,UTC:14:31-20:59,0.10000000,0.02,SBUX.US,10,1.00,SBUX.US,USD,US,,Starbucks Corp
TXN.US,212.65,0.300,-7.12000,1.62000,0.10,0.09402119,20.05,UTC:14:31-20:59,0.10000000,0.02,TXN.US,10,1.00,TXN.US,USD,US,,Texas Instruments Inc
BK.US,77.90,0.020,-7.12000,1.62000,0.10,0.09402031,7.34,UTC:14:31-20:59,0.10000000,0.02,BK.US,10,1.00,BK.US,USD,US,,The Bank of New York Mellon Corporation
CLX.US,164.86,0.220,-7.12000,1.62000,0.10,0.09401942,15.54,UTC:14:31-20:59,0.10000000,0.02,CLX.US,10,1.00,CLX.US,USD,US,,The Clorox Company
KO.US,63.23,0.020,-7.12000,1.62000,0.10,0.09402119,5.95,UTC:14:31-20:59,0.10000000,0.02,KO.US,10,1.00,KO.US,USD,US,,Coca-Cola Co
COO.US,101.51,0.760,-7.12000,1.62000,0.10,0.09402208,19.25,UTC:14:31-20:59,0.10000000,0.02,COO.US,5,1.00,COO.US,USD,US,,The Cooper Companies Inc
HSY.US,181.48,0.160,-7.12000,1.62000,0.10,0.09402031,17.10,UTC:14:31-20:59,0.10000000,0.02,HSY.US,10,1.00,HSY.US,USD,US,,The Hershey Company
HD.US,402.61,0.390,-7.12000,1.62000,0.10,0.09402119,37.94,UTC:14:31-20:59,0.10000000,0.02,HD.US,10,1.00,HD.US,USD,US,,Home Depot Inc
MOS.US,25.88,0.010,-7.12000,1.62000,0.10,0.09402384,2.44,UTC:14:31-20:59,0.10000000,0.02,MOS.US,10,1.00,MOS.US,USD,US,,The Mosaic Company
TMO.US,540.36,0.410,-7.12000,1.62000,0.10,0.09402473,50.91,UTC:14:31-20:59,0.10000000,0.02,TMO.US,10,1.00,TMO.US,USD,US,,Thermo Fisher Scientific Inc.
TLRY.US,1.46,0.010,-7.12000,1.12000,0.10,0.09402384,0.28,UTC:14:31-20:59,0.10000000,0.02,TLRY.US,5,1.00,TLRY.US,USD,US,,Tilray Inc
TUP.US,0.40,0.450,-7.12000,2.12000,0.10,0.09402561,0.08,UTC:14:31-20:59,0.10000000,0.02,TUP.US,10,1.00,TUP.US,USD,US,,Tupperware Brands Corp
USB.US,50.76,0.010,-7.12000,1.62000,0.10,0.09402473,4.78,UTC:14:31-20:59,0.10000000,0.02,USB.US,10,1.00,USB.US,USD,US,,US Bancorp
UNG.US,13.66,0.010,-7.12000,2.12000,0.10,0.09402561,0.64,UTC:14:31-20:59,0.10000000,0.02,UNG.US,20,1.00,UNG.US,USD,US,,United States Natural Gas
UAA.US,9.57,0.010,-7.12000,1.62000,0.10,0.09402473,1.80,UTC:14:31-20:59,0.10000000,0.02,UAA.US,5,1.00,UAA.US,USD,US,,Under Armour (Class A)
UA.US,8.61,0.020,-7.12000,1.62000,0.10,0.09402561,1.62,UTC:14:31-20:59,0.10000000,0.02,UA.US,5,1.00,UA.US,USD,US,,Under Armour (Class C)
UNP.US,238.61,0.370,-7.12000,1.62000,0.10,0.09402738,22.50,UTC:14:31-20:59,0.10000000,0.02,UNP.US,10,1.00,UNP.US,USD,US,,Union Pacific Corp
UNH.US,614.00,1.110,-7.12000,1.62000,0.10,0.09403092,57.90,UTC:14:31-20:59,0.10000000,0.02,UNH.US,10,1.00,UNH.US,USD,US,,UnitedHealth Group Inc
UPS.US,130.10,0.050,-7.12000,1.62000,0.10,0.09403180,12.25,UTC:14:31-20:59,0.10000000,0.02,UPS.US,10,1.00,UPS.US,USD,US,,United Parcel Services Inc
USO.US,70.69,0.010,-7.12000,2.12000,0.10,0.09403269,3.33,UTC:14:31-20:59,0.10000000,0.02,USO.US,20,1.00,USO.US,USD,US,,United States Oil
UPST.US,69.39,0.020,-7.12000,1.62000,0.10,0.09403445,13.07,UTC:14:31-20:59,0.10000000,0.02,UPST.US,5,1.00,UPST.US,USD,US,,Upstart Holdings Inc
VZ.US,40.45,0.010,-7.12000,1.62000,0.10,0.09403534,3.81,UTC:14:31-20:59,0.10000000,0.02,VZ.US,10,1.00,VZ.US,USD,US,,Verizon Communications Inc
VRTX.US,489.80,0.200,-7.12000,1.62000,0.10,0.09403003,92.25,UTC:14:31-20:59,0.10000000,0.02,VRTX.US,5,1.00,VRTX.US,USD,US,,Vertex Pharma
GWW.US,1206.12,4.600,-7.12000,1.62000,0.10,0.09402915,113.97,UTC:14:31-20:59,0.10000000,0.02,GWW.US,10,1.00,GWW.US,USD,US,,W.W Grainger Inc.
WBA.US,9.02,0.010,-7.12000,1.62000,0.10,0.09403003,0.85,UTC:14:31-20:59,0.10000000,0.02,WBA.US,10,1.00,WBA.US,USD,US,,Walgreens Boots
WB.US,8.27,0.010,-7.12000,1.62000,0.10,0.09403180,3.90,UTC:14:31-20:59,0.10000000,0.02,WB.US,2,1.00,WB.US,USD,US,,Weibo Corp ADR
WFC.US,72.60,0.010,-7.12000,1.62000,0.10,0.09403269,6.84,UTC:14:31-20:59,0.10000000,0.02,WFC.US,10,1.00,WFC.US,USD,US,,Wells Fargo & Co
WIX.US,188.75,0.790,-7.12000,1.62000,0.10,0.09403357,35.68,UTC:14:31-20:59,0.10000000,0.02,WIX.US,5,1.00,WIX.US,USD,US,,Wix.com Ltd
XRX.US,8.66,0.010,-7.12000,2.12000,0.10,0.09403445,1.63,UTC:14:31-20:59,0.10000000,0.02,XRX.US,5,1.00,XRX.US,USD,US,,Xerox Holdings Corp
YELP.US,38.16,0.160,-7.12000,1.62000,0.10,0.09403357,7.21,UTC:14:31-20:59,0.10000000,0.02,YELP.US,5,1.00,YELP.US,USD,US,,Yelp Inc
YUM.US,134.56,0.130,-7.12000,1.62000,0.10,0.09403269,25.36,UTC:14:31-20:59,0.10000000,0.02,YUM.US,5,1.00,YUM.US,USD,US,,Yum Brands Inc
ZI.US,13.07,0.010,-7.12000,1.62000,0.10,0.09403445,2.46,UTC:14:31-20:59,0.10000000,0.02,ZI.US,5,1.00,ZI.US,USD,US,,ZoomInfo Technologies
SMCI.US,21.62,0.010,-7.12000,1.62000,0.10,0.09403534,4.07,UTC:14:31-20:59,0.10000000,0.02,SMCI.US,5,1.00,SMCI.US,USD,US,,Super Micro Computer
III.GB,33.1400,0.02590,-7.20000,1.70000,0.0010,0.00119930,4.05,UTC:08:01-16:28,1.00000000,0.10,III.GB,10,1.00,III.GB,GBP,GB,,3i Group
ADM.GB,24.8800,0.02000,-7.20000,1.70000,0.0010,0.00119930,3.00,UTC:08:01-16:28,1.00000000,0.10,ADM.GB,10,1.00,ADM.GB,GBP,GB,,Admiral Group
AAL.GB,22.5400,0.02310,-7.20000,1.70000,0.0010,0.00119930,8.10,UTC:08:01-16:28,1.00000000,0.10,AAL.GB,3,1.00,AAL.GB,GBP,GB,,Anglo American
ANTO.GB,16.4650,0.01110,-7.20000,1.70000,0.0010,0.00119929,3.96,UTC:08:01-16:28,1.00000000,0.10,ANTO.GB,5,1.00,ANTO.GB,GBP,GB,,Antofagasta
AHT.GB,61.6800,0.04300,-7.20000,1.70000,0.0010,0.00119930,14.88,UTC:08:01-16:28,1.00000000,0.10,AHT.GB,5,1.00,AHT.GB,GBP,GB,,Ashtead Group
ABF.GB,22.0700,0.02000,-7.20000,1.70000,0.0010,0.00119934,2.67,UTC:08:01-16:28,1.00000000,0.10,ABF.GB,10,1.00,ABF.GB,GBP,GB,,Associated British Foods
AZN.GB,100.8800,0.04000,-7.20000,1.70000,0.0010,0.00119934,12.29,UTC:08:01-16:28,1.00000000,0.10,AZN.GB,10,1.00,AZN.GB,GBP,GB,,AstraZeneca
AUTO.GB,7.7380,0.00780,-7.20000,1.70000,0.0010,0.00119933,1.89,UTC:08:01-16:28,1.00000000,0.10,AUTO.GB,5,1.00,AUTO.GB,GBP,GB,,Auto Trader Group PLC
AV.GB,4.5480,0.00200,-7.20000,1.70000,0.0010,0.00119934,0.55,UTC:08:01-16:28,1.00000000,0.10,AV.GB,10,1.00,AV.GB,GBP,GB,,Aviva
BA.GB,13.5150,0.00670,-7.20000,1.70000,0.0010,0.00119936,1.64,UTC:08:01-16:28,1.00000000,0.10,BA.GB,10,1.00,BA.GB,GBP,GB,,BAE Systems
BARC.GB,2.6070,0.00166,-7.20000,1.70000,0.0010,0.00119929,0.31,UTC:08:01-16:28,1.00000000,0.10,BARC.GB,10,1.00,BARC.GB,GBP,GB,,Barclays
BKG.GB,42.0400,0.10800,-7.20000,1.70000,0.0010,0.00119929,10.13,UTC:08:01-16:28,1.00000000,0.10,BKG.GB,5,1.00,BKG.GB,GBP,GB,,Berkeley Group
BP.GB,3.6795,0.00154,-7.20000,1.70000,0.0010,0.00119929,0.44,UTC:08:01-16:28,1.00000000,0.10,BP.GB,10,1.00,BP.GB,GBP,GB,,BP PLC
BATS.GB,27.6000,0.01230,-7.20000,1.70000,0.0010,0.00119930,3.31,UTC:08:01-16:28,1.00000000,0.10,BATS.GB,10,1.00,BATS.GB,GBP,GB,,British American Tobacco
BLND.GB,3.7220,0.01590,-7.20000,1.70000,0.0010,0.00119930,0.90,UTC:08:01-16:28,1.00000000,0.10,BLND.GB,5,1.00,BLND.GB,GBP,GB,,British Land Company
BT.A.GB,1.3735,0.00105,-7.20000,2.20000,0.0010,0.00119930,0.17,UTC:08:01-16:28,1.00000000,0.10,BT.A.GB,10,1.00,BT.A.GB,GBP,GB,,BT Group
BNZL.GB,34.4400,0.04000,-7.20000,1.70000,0.0010,0.00119930,4.14,UTC:08:01-16:28,1.00000000,0.10,BNZL.GB,10,1.00,BNZL.GB,GBP,GB,,Bunzl
BRBY.GB,7.2000,0.00800,-7.20000,1.70000,0.0010,0.00119931,1.78,UTC:08:01-16:28,1.00000000,0.10,BRBY.GB,5,1.00,BRBY.GB,GBP,GB,,Burberry Group
CCL.GB,17.3200,0.03985,-7.20000,1.70000,0.0010,0.00119930,4.18,UTC:08:01-16:28,1.00000000,0.10,CCL.GB,5,1.00,CCL.GB,GBP,GB,,Carnival
CNA.GB,1.1770,0.00100,-7.20000,1.70000,0.0010,0.00119930,0.14,UTC:08:01-16:28,1.00000000,0.10,CNA.GB,10,1.00,CNA.GB,GBP,GB,,Centrica
CCH.GB,27.8600,0.04000,-7.20000,1.70000,0.0010,0.00119929,10.10,UTC:08:01-16:28,1.00000000,0.10,CCH.GB,3,1.00,CCH.GB,GBP,GB,,Coca-Cola HBC
CPG.GB,26.0600,0.02000,-7.20000,1.70000,0.0010,0.00119929,3.13,UTC:08:01-16:28,1.00000000,0.10,CPG.GB,10,1.00,CPG.GB,GBP,GB,,Compass Group
CRDA.GB,35.7500,0.03960,-7.20000,1.70000,0.0010,0.00119930,4.33,UTC:08:01-16:28,1.00000000,0.10,CRDA.GB,10,1.00,CRDA.GB,GBP,GB,,Croda International
DCC.GB,55.1000,0.21250,-7.20000,1.70000,0.0010,0.00119931,13.55,UTC:08:01-16:28,1.00000000,0.10,DCC.GB,5,1.00,DCC.GB,GBP,GB,,DCC
DGE.GB,23.3000,0.00930,-7.20000,1.70000,0.0010,0.00119931,2.82,UTC:08:01-16:28,1.00000000,0.10,DGE.GB,10,1.00,DGE.GB,GBP,GB,,Diageo
EZJ.GB,5.2320,0.01800,-7.20000,1.70000,0.0010,0.00119933,1.26,UTC:08:01-16:28,1.00000000,0.10,EZJ.GB,5,1.00,EZJ.GB,GBP,GB,,EasyJet
EXPN.GB,37.2200,0.03790,-7.20000,1.70000,0.0010,0.00119933,4.55,UTC:08:01-16:28,1.00000000,0.10,EXPN.GB,10,1.00,EXPN.GB,GBP,GB,,Experian
FLTR.GB,201.9000,0.21900,-7.20000,1.70000,0.0010,0.00119940,48.12,UTC:08:01-16:28,1.00000000,0.10,FLTR.GB,5,1.00,FLTR.GB,GBP,GB,,Flutter Entertainment
FRES.GB,6.4700,0.00995,-7.20000,1.70000,0.0010,0.00119941,1.54,UTC:08:01-16:28,1.00000000,0.10,FRES.GB,5,1.00,FRES.GB,GBP,GB,,Fresnillo
