sep=,
Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Market,Multiplier,Commission,Symbol,Leverage,Lotsize,Base,Quote,Country,Group,Description
UNH.US-24,610.00,3.160,-7.12000,1.62000,0.10,0.09400263,57.86,UTC:22:01-21:59,0.10000000,0.02,UNH.US-24,10,1.00,UNH.US-24,USD,US-24,,UnitedHealth Group Inc (24 Hours)
XOM.US-24,120.60,0.050,-7.12000,1.62000,0.10,0.09400352,11.38,UTC:22:01-21:59,0.10000000,0.02,XOM.US-24,10,1.00,XOM.US-24,USD,US-24,,Exxon Mobil Corp (24 Hours)
CVX.US-24,155.30,0.450,-7.12000,1.62000,0.10,0.09400440,14.71,UTC:22:01-21:59,0.10000000,0.02,CVX.US-24,10,1.00,CVX.US-24,USD,US-24,,Chevron Corp (24 Hours)
KO.US-24,63.29,0.028,-7.12000,1.62000,0.10,0.09400352,5.97,UTC:22:01-21:59,0.10000000,0.02,KO.US-24,10,1.00,KO.US-24,USD,US-24,,Coca-Cola Co (24 Hours)
RTX.US-24,123.29,0.080,-7.12000,1.62000,0.10,0.09400263,5.81,UTC:22:01-21:59,0.10000000,0.02,RTX.US-24,20,1.00,RTX.US-24,USD,US-24,,RTX Corporation (24 Hours)
SLB.US-24,44.35,0.220,-7.12000,1.62000,0.10,0.09400175,8.34,UTC:22:01-21:59,0.10000000,0.02,SLB.US-24,5,1.00,SLB.US-24,USD,US-24,,Schlumberger Limited (24 Hours)
VZ.US-24,40.42,0.090,-7.12000,1.62000,0.10,0.09400086,3.81,UTC:22:01-21:59,0.10000000,0.02,VZ.US-24,10,1.00,VZ.US-24,USD,US-24,,Verizon Communications Inc (24 Hours)
IBM.US-24,210.22,0.150,-7.12000,1.62000,0.10,0.09400175,19.85,UTC:22:01-21:59,0.10000000,0.02,IBM.US-24,10,1.00,IBM.US-24,USD,US-24,,International Business Machines Corp (24 Hours)
JPM.US-24,239.20,0.260,-7.12000,1.62000,0.10,0.09400086,22.55,UTC:22:01-21:59,0.10000000,0.02,JPM.US-24,10,1.00,JPM.US-24,USD,US-24,,JPMorgan Chase & Co (24 Hours)
META.US-24,582.00,0.176,-7.12000,2.12000,0.10,0.09400175,27.40,UTC:22:01-21:59,0.10000000,0.02,META.US-24,20,1.00,META.US-24,USD,US-24,,Meta Platforms Inc (24 Hours)
MSFT.US-24,421.20,0.150,-7.12000,1.62000,0.10,0.09400263,19.87,UTC:22:01-21:59,0.10000000,0.02,MSFT.US-24,20,1.00,MSFT.US-24,USD,US-24,,Microsoft Corp (24 Hours)
NFLX.US-24,822.38,0.553,-7.12000,1.62000,0.10,0.09400440,77.47,UTC:22:01-21:59,0.10000000,0.02,NFLX.US-24,10,1.00,NFLX.US-24,USD,US-24,,Netflix Inc (24 Hours)
NKE.US-24,76.69,0.029,-7.12000,1.62000,0.10,0.09400263,7.23,UTC:22:01-21:59,0.10000000,0.02,NKE.US-24,10,1.00,NKE.US-24,USD,US-24,,Nike Inc (24 Hours)
NVDA.US-24,148.50,0.026,-7.12000,1.62000,0.10,0.09400086,6.96,UTC:22:01-21:59,0.10000000,0.02,NVDA.US-24,20,1.00,NVDA.US-24,USD,US-24,,NVIDIA Corp (24 Hours)
ORCL.US-24,189.00,0.430,-7.12000,1.62000,0.10,0.09399910,17.84,UTC:22:01-21:59,0.10000000,0.02,ORCL.US-24,10,1.00,ORCL.US-24,USD,US-24,,Oracle Corp (24 Hours)
PFE.US-24,26.28,0.017,-7.12000,1.62000,0.10,0.09399821,2.47,UTC:22:01-21:59,0.10000000,0.02,PFE.US-24,10,1.00,PFE.US-24,USD,US-24,,Pfizer Inc (24 Hours)
SNAP.US-24,11.16,0.022,-7.12000,1.62000,0.10,0.09399910,2.12,UTC:22:01-21:59,0.10000000,0.02,SNAP.US-24,5,1.00,SNAP.US-24,USD,US-24,,Snap Inc (24 Hours)
TSLA.US-24,336.74,0.085,-7.12000,1.62000,0.10,0.09399821,15.89,UTC:22:01-21:59,0.10000000,0.02,TSLA.US-24,20,1.00,TSLA.US-24,USD,US-24,,Tesla (24 Hours)
V.US-24,308.45,1.110,-7.12000,1.62000,0.10,0.09399910,29.19,UTC:22:01-21:59,0.10000000,0.02,V.US-24,10,1.00,V.US-24,USD,US-24,,Visa Inc (24 Hours)
WMT.US-24,85.27,0.070,-7.12000,1.62000,0.10,0.09399998,8.04,UTC:22:01-21:59,0.10000000,0.02,WMT.US-24,10,1.00,WMT.US-24,USD,US-24,,Wal-Mart Stores Inc (24 Hours)
C.US-24,68.80,0.200,-7.12000,1.62000,0.10,0.09400086,6.50,UTC:22:01-21:59,0.10000000,0.02,C.US-24,10,1.00,C.US-24,USD,US-24,,Citigroup Inc (24 Hours)
MCD.US-24,297.50,0.910,-7.12000,1.62000,0.10,0.09399910,28.09,UTC:22:01-21:59,0.10000000,0.02,MCD.US-24,10,1.00,MCD.US-24,USD,US-24,,McDonalds Corp (24 Hours)
PG.US-24,165.58,0.286,-7.12000,1.62000,0.10,0.09399910,15.65,UTC:22:01-21:59,0.10000000,0.02,PG.US-24,10,1.00,PG.US-24,USD,US-24,,Procter & Gamble Co (24 Hours)
T.US,22.18,0.010,-7.12000,1.62000,0.10,0.09399910,2.09,UTC:14:31-20:59,0.10000000,0.02,T.US,10,1.00,T.US,USD,US,,ATT
VMW.US,142.48,0.030,-7.83000,2.83000,0.10,0.09399998,13.41,UTC:14:31-20:59,0.10000000,0.02,VMW.US,10,1.00,VMW.US,USD,US,,VMware Inc Class A
AYX.US,48.25,0.010,-7.83000,2.83000,0.10,0.09399821,4.54,UTC:14:31-20:59,0.10000000,0.02,AYX.US,10,1.00,AYX.US,USD,US,,Alteryx Inc Class A
AMD.US,143.57,0.010,-7.12000,1.62000,0.10,0.09399821,13.51,UTC:14:31-20:59,0.10000000,0.02,AMD.US,10,1.00,Adv. Micro Devices,USD,US,,Adv. Micro Devices
ABNB.US,133.15,0.030,-7.12000,1.62000,0.10,0.09400617,25.07,UTC:14:31-20:59,0.10000000,0.02,ABNB.US,5,1.00,ABNB.US,USD,US,,Airbnb Inc
FOXA.US,46.90,0.010,-7.12000,1.62000,0.10,0.09400528,4.41,UTC:14:31-20:59,0.10000000,0.02,FOXA.US,10,1.00,FOXA.US,USD,US,,Fox Corp Class A
BABA.US,91.74,0.010,-7.12000,1.62000,0.10,0.09400263,4.32,UTC:14:31-20:59,0.10000000,0.02,BABA.US,20,1.00,BABA.N,USD,US,,Alibaba
FOX.US,43.65,0.020,-7.12000,1.62000,0.10,0.09400175,4.11,UTC:14:31-20:59,0.10000000,0.02,FOX.US,10,1.00,FOX.US,USD,US,,Fox Corp Class B
GOOG.US,183.21,0.030,-7.12000,1.62000,0.10,0.09400263,8.62,UTC:14:31-20:59,0.10000000,0.02,GOOG.US,20,1.00,GOOG.O,USD,US,,Alphabet Inc
MMM.US,130.22,0.020,-7.12000,1.62000,0.10,0.09400352,12.26,UTC:14:31-20:59,0.10000000,0.02,MMM.US,10,1.00,MMM.US,USD,US,,3M Company
AMZN.US,208.83,0.020,-7.12000,1.62000,0.10,0.09400263,9.83,UTC:14:31-20:59,0.10000000,0.02,AMZN.US,20,1.00,AMZN.O,USD,US,,Amazon.com Inc
AXP.US,288.33,0.090,-7.12000,1.62000,0.10,0.09400440,27.14,UTC:14:31-20:59,0.10000000,0.02,AXP.US,10,1.00,AXP.US,USD,US,,American Express Company
AOS.US,73.02,0.150,-7.12000,1.62000,0.10,0.09400263,6.89,UTC:14:31-20:59,0.10000000,0.02,AOS.US,10,1.00,AOS.US,USD,US,,A.O. Smith Corp
AES.US,13.47,0.010,-7.12000,1.62000,0.10,0.09400086,1.27,UTC:14:31-20:59,0.10000000,0.02,AES.US,10,1.00,AES.US,USD,US,,The AES Corporation
AAPL.US,224.68,0.010,-7.12000,1.62000,0.10,0.09399910,10.57,UTC:14:31-20:59,0.10000000,0.02,AAPL.US,20,1.00,AAPL.O,USD,US,,Apple Inc
AMC.US,4.57,0.010,-7.12000,1.62000,0.10,0.09399821,2.16,UTC:14:31-20:59,0.10000000,0.02,AMC.US,2,1.00,AMC.US,USD,US,,AMC Entertainment Holdings Inc. Cl A
BIDU.US,84.77,0.150,-7.12000,1.62000,0.10,0.09399645,7.99,UTC:14:31-20:59,0.10000000,0.02,BIDU.US,10,1.00,BIDU.O,USD,US,,Baidu
BYND.US,5.02,0.010,-7.12000,-29.88000,0.10,0.09399556,0.47,UTC:14:31-20:59,0.10000000,0.02,BYND.US,10,1.00,BYND.US,USD,US,,Beyond Meat Inc
AME.US,193.65,0.170,-7.12000,1.62000,0.10,0.09399821,18.24,UTC:14:31-20:59,0.10000000,0.02,AME.US,10,1.00,AME.US,USD,US,,AMETEK Inc.
C.US,69.03,0.010,-7.12000,1.62000,0.10,0.09399998,6.50,UTC:14:31-20:59,0.10000000,0.02,C.US,10,1.00,C.US,USD,US,,Citigroup Inc
ANSS.US,343.88,1.290,-7.12000,1.62000,0.10,0.09400086,97.55,UTC:14:31-20:59,0.10000000,0.02,ANSS.US,3,1.00,ANSS.US,USD,US,,ANSYS, Inc.
APA.US,21.86,0.010,-7.12000,1.62000,0.10,0.09400263,4.12,UTC:14:31-20:59,0.10000000,0.02,APA.US,5,1.00,APA.US,USD,US,,APA Corporation
COIN.US,318.66,0.160,-7.12000,1.62000,0.10,0.09399998,60.01,UTC:14:31-20:59,0.10000000,0.02,COIN.US,5,1.00,COIN.O,USD,US,,Coinbase Global Inc
ASML.US,666.61,2.960,-7.12000,1.62000,0.10,0.09400086,63.01,UTC:14:31-20:59,0.10000000,0.02,ASML.US,10,1.00,ASML.US,USD,US,,ASML Holding NV ADR
EA.US,162.79,0.040,-7.12000,1.62000,0.10,0.09399910,15.32,UTC:14:31-20:59,0.10000000,0.02,EA.US,10,1.00,Electronic Arts,USD,US,,Electronic Arts
ABBV.US,171.17,0.010,-7.12000,1.62000,0.10,0.09399821,16.11,UTC:14:31-20:59,0.10000000,0.02,ABBV.US,10,1.00,ABBV.US,USD,US,,AbbVie Inc
META.US,584.20,0.220,-7.12000,2.12000,0.10,0.09400086,27.50,UTC:14:31-20:59,0.10000000,0.02,META.US,20,1.00,FB.O,USD,US,,Meta Platforms Inc
GS.US,591.19,1.130,-7.12000,1.62000,0.10,0.09399910,55.74,UTC:14:31-20:59,0.10000000,0.02,GS.US,10,1.00,GS.N,USD,US,,Goldman Sachs
ABT.US,116.48,0.020,-7.12000,1.62000,0.10,0.09399998,10.96,UTC:14:31-20:59,0.10000000,0.02,ABT.US,10,1.00,ABT.US,USD,US,,Abbott Laboratories
ACN.US,360.49,0.600,-7.12000,1.62000,0.10,0.09400263,33.98,UTC:14:31-20:59,0.10000000,0.02,ACN.US,10,1.00,ACN.US,USD,US,,Accenture PLC
IBM.US,210.79,0.140,-7.12000,1.62000,0.10,0.09400440,19.85,UTC:14:31-20:59,0.10000000,0.02,IBM.US,10,1.00,IBM.N,USD,US,,International Business Machines Corp
JPM.US,239.46,0.160,-7.12000,1.62000,0.10,0.09400263,22.55,UTC:14:31-20:59,0.10000000,0.02,JPM.US,10,1.00,JPM.US,USD,US,,JPMorgan Chase & Co
ADBE.US,526.08,0.400,-7.12000,1.62000,0.10,0.09399910,49.55,UTC:14:31-20:59,0.10000000,0.02,ADBE.US,10,1.00,ADBE.US,USD,US,,Adobe Inc
LMT.US,565.21,1.350,-7.12000,1.62000,0.10,0.09399821,53.32,UTC:14:31-20:59,0.10000000,0.02,LMT.US,10,1.00,LMT.US,USD,US,,Lockheed Martin Corporation
AAP.US,39.90,0.080,-7.12000,1.62000,0.10,0.09399910,7.53,UTC:14:31-20:59,0.10000000,0.02,AAP.US,5,1.00,AAP.US,USD,US,,Advance Auto Parts Inc
MA.US,529.47,1.120,-7.12000,1.62000,0.10,0.09399821,49.94,UTC:14:31-20:59,0.10000000,0.02,MA.US,10,1.00,MA.N,USD,US,,MasterCard Inc
AFL.US,110.59,0.030,-7.12000,1.62000,0.10,0.09399910,10.41,UTC:14:31-20:59,0.10000000,0.02,AFL.US,10,1.00,AFL.US,USD,US,,Aflac Inc
MCD.US,298.14,0.330,-7.12000,1.62000,0.10,0.09399821,28.09,UTC:14:31-20:59,0.10000000,0.02,MCD.US,10,1.00,MCD.US,USD,US,,McDonalds Corp
A.US,133.63,0.130,-7.12000,1.62000,0.10,0.09399910,25.18,UTC:14:31-20:59,0.10000000,0.02,A.US,5,1.00,A.US,USD,US,,Agilent Technologies Inc
APD.US,311.05,0.510,-7.12000,1.62000,0.10,0.09399998,29.33,UTC:14:31-20:59,0.10000000,0.02,APD.US,10,1.00,APD.US,USD,US,,Air Products & Chemicals Inc
MSFT.US,423.36,0.130,-7.12000,1.62000,0.10,0.09400175,19.93,UTC:14:31-20:59,0.10000000,0.02,MSFT.US,20,1.00,MSFT.O,USD,US,,Microsoft Corp
MRNA.US,43.33,0.170,-7.12000,1.62000,0.10,0.09400175,4.09,UTC:14:31-20:59,0.10000000,0.02,MRNA.US,10,1.00,Moderna,USD,US,,Moderna
AKAM.US,89.96,0.070,-7.12000,1.62000,0.10,0.09399821,8.47,UTC:14:31-20:59,0.10000000,0.02,AKAM.US,10,1.00,AKAM.US,USD,US,,Akamai Technologies
NKE.US,76.68,0.010,-7.12000,1.62000,0.10,0.09399556,7.22,UTC:14:31-20:59,0.10000000,0.02,NKE.US,10,1.00,NKE.US,USD,US,,Nike Inc
ALK.US,51.42,0.010,-7.12000,1.62000,0.10,0.09400086,9.68,UTC:14:31-20:59,0.10000000,0.02,ALK.US,5,1.00,ALK.US,USD,US,,Alaska Air Group Inc
ALB.US,102.82,0.180,-7.12000,1.62000,0.10,0.09400263,9.69,UTC:14:31-20:59,0.10000000,0.02,ALB.US,10,1.00,ALB.US,USD,US,,Albemarle Corporation
NVDA.US,148.13,0.010,-7.12000,1.62000,0.10,0.09399998,6.97,UTC:14:31-20:59,0.10000000,0.02,NVDA.US,20,1.00,NVDA.O,USD,US,,NVIDIA Corp
AA.US,40.88,0.020,-7.12000,1.62000,0.10,0.09399733,7.70,UTC:14:31-20:59,0.10000000,0.02,AA.US,5,1.00,AA.US,USD,US,,Alcoa
NFLX.US,819.43,0.320,-7.12000,1.62000,0.10,0.09399821,77.16,UTC:14:31-20:59,0.10000000,0.02,NFLX.US,10,1.00,NFLX.O,USD,US,,Netflix Inc
ORCL.US,189.53,0.030,-7.12000,1.62000,0.10,0.09399733,17.84,UTC:14:31-20:59,0.10000000,0.02,ORCL.US,10,1.00,ORCL.N,USD,US,,Oracle Corp
ARE.US,108.19,0.170,-7.12000,1.62000,0.10,0.09399821,10.20,UTC:14:31-20:59,0.10000000,0.02,ARE.US,10,1.00,ARE.US,USD,US,,Alexandria Real Estate Equities Inc
PLTR.US,59.86,0.010,-7.12000,1.62000,0.10,0.09399910,11.27,UTC:14:31-20:59,0.10000000,0.02,PLTR.US,5,1.00,PLTR.US,USD,US,,Palantir Technologies Inc
ALGN.US,218.69,0.470,-7.12000,1.62000,0.10,0.09399821,41.25,UTC:14:31-20:59,0.10000000,0.02,ALGN.US,5,1.00,ALGN.US,USD,US,,Align Technology
ALLE.US,141.81,0.170,-7.12000,1.62000,0.10,0.09399998,13.36,UTC:14:31-20:59,0.10000000,0.02,ALLE.US,10,1.00,ALLE.US,USD,US,,Allegion plc
PYPL.US,86.39,0.010,-7.12000,1.62000,0.10,0.09400263,8.13,UTC:14:31-20:59,0.10000000,0.02,PYPL.US,10,1.00,PayPal Holdings Inc,USD,US,,PayPal Holdings Inc
PTON.US,8.30,0.010,-7.12000,1.62000,0.10,0.09400352,1.56,UTC:14:31-20:59,0.10000000,0.02,PTON.US,5,1.00,PTON.US,USD,US,,Peloton Interactive Inc
LNT.US,59.91,0.050,-7.12000,1.62000,0.10,0.09400175,5.64,UTC:14:31-20:59,0.10000000,0.02,LNT.US,10,1.00,LNT.US,USD,US,,Alliant Energy Corp
ALL.US,197.93,0.270,-7.12000,1.62000,0.10,0.09399998,18.65,UTC:14:31-20:59,0.10000000,0.02,ALL.US,10,1.00,ALL.US,USD,US,,The Allstate Corporation
PFE.US,26.15,0.010,-7.12000,1.62000,0.10,0.09400263,2.46,UTC:14:31-20:59,0.10000000,0.02,PFE.US,10,1.00,PFE.N,USD,US,,Pfizer Inc
PG.US,165.96,0.020,-7.12000,1.62000,0.10,0.09400086,15.62,UTC:14:31-20:59,0.10000000,0.02,PG.US,10,1.00,PG.US,USD,US,,Procter & Gamble Co
GOOGL.US,181.53,0.030,-7.12000,1.62000,0.10,0.09400175,8.54,UTC:14:31-20:59,0.10000000,0.02,GOOGL.US,20,1.00,GOOGL.US,USD,US,,Alphabet Inc Class A
QCOM.US,163.31,0.020,-7.12000,1.62000,0.10,0.09400263,15.37,UTC:14:31-20:59,0.10000000,0.02,QCOM.US,10,1.00,Qualcomm,USD,US,,Qualcomm
MO.US,54.44,0.010,-7.12000,1.62000,0.10,0.09400352,5.12,UTC:14:31-20:59,0.10000000,0.02,MO.US,10,1.00,MO.US,USD,US,,Altria Group Inc
AMCR.US,10.20,0.010,-7.12000,1.62000,0.10,0.09400263,0.96,UTC:14:31-20:59,0.10000000,0.02,AMCR.US,10,1.00,AMCR.US,USD,US,,Amcor plc
SPY.US,596.84,0.010,-7.12000,2.12000,0.10,0.09400352,28.09,UTC:14:31-20:59,0.10000000,0.02,SPY.US,20,1.00,SPY.P,USD,US,,SPDR
SNAP.US,11.25,0.010,-7.12000,1.62000,0.10,0.09400440,2.12,UTC:14:31-20:59,0.10000000,0.02,SNAP.US,5,1.00,SNAP.US,USD,US,,Snap Inc
AEE.US,91.88,0.250,-7.12000,1.62000,0.10,0.09400528,8.67,UTC:14:31-20:59,0.10000000,0.02,AEE.US,10,1.00,AEE.US,USD,US,,Ameren Corporation
AAL.US,13.90,0.010,-7.12000,1.62000,0.10,0.09400440,2.62,UTC:14:31-20:59,0.10000000,0.02,AAL.US,5,1.00,AAL.US,USD,US,,American Airlines
TMUS.US,239.02,0.050,-7.12000,1.62000,0.10,0.09400352,22.50,UTC:14:31-20:59,0.10000000,0.02,TMUS.US,10,1.00,T-Mobile US,USD,US,,T-Mobile US
AEP.US,92.90,0.030,-7.12000,1.62000,0.10,0.09400440,8.75,UTC:14:31-20:59,0.10000000,0.02,AEP.US,10,1.00,AEP.US,USD,US,,American Electric
TSLA.US,328.98,0.090,-7.12000,1.62000,0.10,0.09400352,15.49,UTC:14:31-20:59,0.10000000,0.02,TSLA.US,20,1.00,TSLA.O,USD,US,,Tesla Inc
BA.US,145.11,0.010,-7.12000,1.62000,0.10,0.09400263,13.66,UTC:14:31-20:59,0.10000000,0.02,BA.US,10,1.00,BA.US,USD,US,,Boeing Co
AIG.US,74.83,0.020,-7.12000,1.62000,0.10,0.09400617,7.04,UTC:14:31-20:59,0.10000000,0.02,AIG.US,10,1.00,AIG.US,USD,US,,American International Group Inc
DIS.US,100.90,0.040,-7.12000,1.62000,0.10,0.09400440,9.50,UTC:14:31-20:59,0.10000000,0.02,DIS.US,10,1.00,DIS.US,USD,US,,Walt Disney Co
AMT.US,193.67,0.130,-7.12000,1.62000,0.10,0.09400440,18.24,UTC:14:31-20:59,0.10000000,0.02,AMT.US,10,1.00,AMT.US,USD,US,,American Tower Corporation (REIT)
AWK.US,132.29,0.290,-7.12000,1.62000,0.10,0.09400352,12.48,UTC:14:31-20:59,0.10000000,0.02,AWK.US,10,1.00,AWK.US,USD,US,,American Water Works Company Inc
UBER.US,71.36,0.040,-7.12000,1.62000,0.10,0.09400528,6.72,UTC:14:31-20:59,0.10000000,0.02,UBER.US,10,1.00,UBER.N,USD,US,,Uber Technologies Inc
SPCE.US,7.05,0.010,-7.12000,1.62000,0.10,0.09400352,1.33,UTC:14:31-20:59,0.10000000,0.02,SPCE.US,5,1.00,SPCE.US,USD,US,,Virgin Galactic Holdings Inc
AMP.US,560.02,0.630,-7.12000,1.62000,0.10,0.09400263,52.77,UTC:14:31-20:59,0.10000000,0.02,AMP.US,10,1.00,AMP.US,USD,US,,Ameriprise Financial Inc
V.US,309.68,0.120,-7.12000,1.62000,0.10,0.09400352,29.16,UTC:14:31-20:59,0.10000000,0.02,V.US,10,1.00,V.US,USD,US,,Visa Inc
AMGN.US,298.55,0.490,-7.12000,1.62000,0.10,0.09400263,28.15,UTC:14:31-20:59,0.10000000,0.02,AMGN.US,10,1.00,AMGN.US,USD,US,,Amgen Inc
WMT.US,85.09,0.010,-7.12000,1.62000,0.10,0.09400352,8.01,UTC:14:31-20:59,0.10000000,0.02,WMT.US,10,1.00,WMT.US,USD,US,,Wal-Mart Stores Inc
APH.US,72.05,0.030,-7.12000,1.62000,0.10,0.09400263,6.78,UTC:14:31-20:59,0.10000000,0.02,APH.US,10,1.00,APH.US,USD,US,,Amphenol Corporation
ZM.US,86.33,0.010,-7.12000,1.62000,0.10,0.09400263,16.25,UTC:14:31-20:59,0.10000000,0.02,ZM.US,5,1.00,ZM.US,USD,US,,Zoom Video Communications Inc
ADI.US,219.31,0.230,-7.12000,1.62000,0.10,0.09400352,20.66,UTC:14:31-20:59,0.10000000,0.02,ADI.US,10,1.00,ADI.US,USD,US,,Analog Devices
CRM.US,340.32,0.640,-7.12000,1.62000,0.10,0.09400175,32.09,UTC:14:31-20:59,0.10000000,0.02,CRM.US,10,1.00,CRM.US,USD,US,,salesforce.com Inc
AON.US,383.56,0.560,-7.12000,1.62000,0.10,0.09400263,36.16,UTC:14:31-20:59,0.10000000,0.02,AON.US,10,1.00,AON.US,USD,US,,Aon plc
PATH.US,13.35,0.010,-7.12000,1.62000,0.10,0.09400175,2.52,UTC:14:31-20:59,0.10000000,0.02,PATH.US,5,1.00,PATH.K,USD,US,,UiPath Inc
AMAT.US,186.58,0.080,-7.12000,1.62000,0.10,0.09400175,17.57,UTC:14:31-20:59,0.10000000,0.02,AMAT.US,10,1.00,AMAT.US,USD,US,,Applied Materials
XPEV.US,13.63,0.010,-7.12000,1.62000,0.10,0.09400175,2.57,UTC:14:31-20:59,0.10000000,0.02,XPEV.US,5,1.00,XPEV.K,USD,US,,XPeng Inc
APTV.US,56.32,0.040,-7.12000,1.62000,0.10,0.09400086,5.30,UTC:14:31-20:59,0.10000000,0.02,APTV.US,10,1.00,APTV.US,USD,US,,Aptiv PLC
RYAAY.US,45.31,0.250,-7.12000,1.62000,0.10,0.09400175,4.29,UTC:14:31-20:59,0.10000000,0.02,RYAAY.US,10,1.00,RYAAY.US,USD,US,,Ryanair Holdings ADR
ADM.US,51.42,0.020,-7.12000,1.62000,0.10,0.09400263,4.84,UTC:14:31-20:59,0.10000000,0.02,ADM.US,10,1.00,ADM.US,USD,US,,Archer-Daniels-Midland Company
SHOP.US,108.78,0.380,-7.12000,1.62000,0.10,0.09400175,10.27,UTC:14:31-20:59,0.10000000,0.02,SHOP.US,10,1.00,SHOP.US,USD,US,,Shopify Inc
ANET.US,395.68,0.230,-7.12000,1.62000,0.10,0.09400352,74.53,UTC:14:31-20:59,0.10000000,0.02,ANET.US,5,1.00,ANET.US,USD,US,,Arista Networks Inc
RBLX.US,54.31,0.030,-7.12000,1.62000,0.10,0.09400263,10.23,UTC:14:31-20:59,0.10000000,0.02,RBLX.US,5,1.00,RBLX.US,USD,US,,Roblox Corporation
AJG.US,294.59,0.710,-7.12000,1.62000,0.10,0.09400352,27.79,UTC:14:31-20:59,0.10000000,0.02,AJG.US,10,1.00,AJG.US,USD,US,,Arthur J. Gallagher & Co.
OKTA.US,78.03,0.140,-7.12000,1.62000,0.10,0.09400263,14.71,UTC:14:31-20:59,0.10000000,0.02,OKTA.US,5,1.00,OKTA.US,USD,US,,Okta Inc Class A
AIZ.US,211.49,0.690,-7.12000,1.62000,0.10,0.09400175,19.97,UTC:14:31-20:59,0.10000000,0.02,AIZ.US,10,1.00,AIZ.US,USD,US,,Assurant Inc
TRIP.US,14.23,0.010,-7.12000,1.62000,0.10,0.09400263,2.68,UTC:14:31-20:59,0.10000000,0.02,TRIP.US,5,1.00,TRIP.US,USD,US,,TripAdvisor Inc
ATO.US,146.51,0.250,-7.12000,1.62000,0.10,0.09400175,13.81,UTC:14:31-20:59,0.10000000,0.02,ATO.US,10,1.00,ATO.US,USD,US,,Atmos Energy Corporation
PANW.US,397.71,0.970,-7.12000,1.62000,0.10,0.09399998,75.05,UTC:14:31-20:59,0.10000000,0.02,PANW.US,5,1.00,PANW.US,USD,US,,Palo Alto Networks Inc
ACB.US,4.72,0.010,-7.12000,1.62000,0.10,0.09400086,0.89,UTC:14:31-20:59,0.10000000,0.02,ACB.US,5,1.00,ACB.US,USD,US,,AURORA CANNABIS Inc
DASH.US,176.34,0.210,-7.12000,2.12000,0.10,0.09399998,33.23,UTC:14:31-20:59,0.10000000,0.02,DASH.US,5,1.00,DASH.US,USD,US,,DoorDash Inc Ordinary Shares
AZO.US,3168.29,16.820,-7.12000,1.62000,0.10,0.09399998,299.79,UTC:14:31-20:59,0.10000000,0.02,AZO.US,10,1.00,AZO.US,USD,US,,AutoZone Inc
X.US,40.01,0.020,-7.12000,1.62000,0.10,0.09399998,11.31,UTC:14:31-20:59,0.10000000,0.02,X.US,3,1.00,X.US,USD,US,,United States Steel Corp
ADSK.US,309.88,0.280,-7.12000,1.62000,0.10,0.09400086,29.19,UTC:14:31-20:59,0.10000000,0.02,ADSK.US,10,1.00,ADSK.US,USD,US,,Autodesk Inc.
CHWY.US,32.87,0.030,-7.12000,1.62000,0.10,0.09399998,6.19,UTC:14:31-20:59,0.10000000,0.02,CHWY.US,5,1.00,CHWY.US,USD,US,,Chewy Inc
ADP.US,307.91,0.210,-7.12000,1.62000,0.10,0.09399998,29.00,UTC:14:31-20:59,0.10000000,0.02,ADP.US,10,1.00,ADP.US,USD,US,,Automatic Data Proc.
TDOC.US,9.71,0.010,-7.12000,1.62000,0.10,0.09400086,1.83,UTC:14:31-20:59,0.10000000,0.02,TDOC.US,5,1.00,TDOC.US,USD,US,,Teladoc Health Inc
AVB.US,229.98,0.380,-7.12000,1.62000,0.10,0.09400175,21.68,UTC:14:31-20:59,0.10000000,0.02,AVB.US,10,1.00,AVB.US,USD,US,,AvalonBay Communities Inc
ZTS.US,173.65,0.570,-7.12000,1.62000,0.10,0.09400263,16.40,UTC:14:31-20:59,0.10000000,0.02,ZTS.US,10,1.00,ZTS.US,USD,US,,Zoetis Inc Class A
AVY.US,202.31,0.920,-7.12000,1.62000,0.10,0.09400263,19.13,UTC:14:31-20:59,0.10000000,0.02,AVY.US,10,1.00,AVY.US,USD,US,,Avery Dennison Corporation
TTE.US,59.27,0.280,-7.12000,1.62000,0.10,0.09400263,11.21,UTC:14:31-20:59,0.10000000,0.02,TTE.US,5,1.00,TTE.US,USD,US,,TotalEnergies SE ADR
CAR.US,99.17,1.390,-7.12000,1.62000,0.10,0.09399733,28.42,UTC:14:31-20:59,0.10000000,0.02,CAR.US,3,1.00,CAR.US,USD,US,,Avis Budget Group Inc
BKR.US,43.68,0.010,-7.12000,2.12000,0.10,0.09399468,8.22,UTC:14:31-20:59,0.10000000,0.02,BKR.US,5,1.00,BKR.US,USD,US,,Baker Hughes Company
AUPH.US,8.39,0.050,-7.12000,1.62000,0.10,0.09399556,2.39,UTC:14:31-20:59,0.10000000,0.02,AUPH.US,3,1.00,AUPH.O,USD,US,,Aurinia Pharmaceuticals Inc
BALL.US,60.64,0.040,-7.12000,1.62000,0.10,0.09399380,11.42,UTC:14:31-20:59,0.10000000,0.02,BALL.US,5,1.00,BALL.US,USD,US,,Ball Corporation
STNE.US,11.58,0.010,-7.12000,1.62000,0.10,0.09399291,2.18,UTC:14:31-20:59,0.10000000,0.02,STNE.US,5,1.00,STNE.O,USD,US,,StoneCo Ltd
